video_id,Frame,Grasper,Bipolar,Hook,Scissors,Clipper,Irrigator,SpecimenBag,Phase,time_sec,image_path,split
video01,500,1,0,0,0,0,0,0,Preparation,20.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000500.jpg,test
video01,525,1,0,1,0,0,0,0,CalotTriangleDissection,21.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000525.jpg,test
video01,550,1,0,1,0,0,0,0,CalotTriangleDissection,22.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000550.jpg,test
video01,575,1,0,1,0,0,0,0,CalotTriangleDissection,23.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000575.jpg,test
video01,600,1,0,1,0,0,0,0,CalotTriangleDissection,24.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000600.jpg,test
video01,625,1,0,1,0,0,0,0,CalotTriangleDissection,25.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000625.jpg,test
video01,650,1,0,1,0,0,0,0,CalotTriangleDissection,26.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000650.jpg,test
video01,675,1,0,1,0,0,0,0,CalotTriangleDissection,27.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000675.jpg,test
video01,700,1,0,1,0,0,0,0,CalotTriangleDissection,28.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000700.jpg,test
video01,725,1,0,1,0,0,0,0,CalotTriangleDissection,29.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000725.jpg,test
video01,750,1,0,1,0,0,0,0,CalotTriangleDissection,30.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000750.jpg,test
video01,775,1,0,1,0,0,0,0,CalotTriangleDissection,31.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000775.jpg,test
video01,800,1,0,1,0,0,0,0,CalotTriangleDissection,32.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000800.jpg,test
video01,825,1,0,1,0,0,0,0,CalotTriangleDissection,33.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000825.jpg,test
video01,850,1,0,1,0,0,0,0,CalotTriangleDissection,34.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000850.jpg,test
video01,875,1,0,1,0,0,0,0,CalotTriangleDissection,35.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000875.jpg,test
video01,900,1,0,1,0,0,0,0,CalotTriangleDissection,36.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000900.jpg,test
video01,925,1,0,1,0,0,0,0,CalotTriangleDissection,37.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000925.jpg,test
video01,950,1,0,1,0,0,0,0,CalotTriangleDissection,38.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000950.jpg,test
video01,975,1,0,1,0,0,0,0,CalotTriangleDissection,39.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_000975.jpg,test
video01,1000,1,0,1,0,0,0,0,CalotTriangleDissection,40.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001000.jpg,test
video01,1025,1,0,1,0,0,0,0,CalotTriangleDissection,41.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001025.jpg,test
video01,1050,1,0,1,0,0,0,0,CalotTriangleDissection,42.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001050.jpg,test
video01,1075,1,0,1,0,0,0,0,CalotTriangleDissection,43.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001075.jpg,test
video01,1100,1,0,1,0,0,0,0,CalotTriangleDissection,44.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001100.jpg,test
video01,1125,1,0,1,0,0,0,0,CalotTriangleDissection,45.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001125.jpg,test
video01,1150,1,0,1,0,0,0,0,CalotTriangleDissection,46.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001150.jpg,test
video01,1175,1,0,1,0,0,0,0,CalotTriangleDissection,47.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001175.jpg,test
video01,1200,1,0,1,0,0,0,0,CalotTriangleDissection,48.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001200.jpg,test
video01,1225,1,0,1,0,0,0,0,CalotTriangleDissection,49.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001225.jpg,test
video01,1250,1,0,1,0,0,0,0,CalotTriangleDissection,50.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001250.jpg,test
video01,1275,1,0,1,0,0,0,0,CalotTriangleDissection,51.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001275.jpg,test
video01,1300,1,0,1,0,0,0,0,CalotTriangleDissection,52.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001300.jpg,test
video01,1325,1,0,1,0,0,0,0,CalotTriangleDissection,53.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001325.jpg,test
video01,1350,1,0,1,0,0,0,0,CalotTriangleDissection,54.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001350.jpg,test
video01,1375,1,0,1,0,0,0,0,CalotTriangleDissection,55.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001375.jpg,test
video01,1400,1,0,1,0,0,0,0,CalotTriangleDissection,56.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001400.jpg,test
video01,1425,1,0,1,0,0,0,0,CalotTriangleDissection,57.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001425.jpg,test
video01,1450,1,0,1,0,0,0,0,CalotTriangleDissection,58.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001450.jpg,test
video01,1475,1,0,1,0,0,0,0,CalotTriangleDissection,59.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001475.jpg,test
video01,1500,1,0,1,0,0,0,0,CalotTriangleDissection,60.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001500.jpg,test
video01,1525,1,0,1,0,0,0,0,CalotTriangleDissection,61.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001525.jpg,test
video01,1550,1,0,1,0,0,0,0,CalotTriangleDissection,62.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001550.jpg,test
video01,1575,1,0,1,0,0,0,0,CalotTriangleDissection,63.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001575.jpg,test
video01,1600,1,0,1,0,0,0,0,CalotTriangleDissection,64.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001600.jpg,test
video01,1625,1,0,1,0,0,0,0,CalotTriangleDissection,65.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001625.jpg,test
video01,1650,1,0,1,0,0,0,0,CalotTriangleDissection,66.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001650.jpg,test
video01,1675,1,0,1,0,0,0,0,CalotTriangleDissection,67.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001675.jpg,test
video01,1700,1,0,1,0,0,0,0,CalotTriangleDissection,68.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001700.jpg,test
video01,1725,1,0,1,0,0,0,0,CalotTriangleDissection,69.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001725.jpg,test
video01,1750,1,0,1,0,0,0,0,CalotTriangleDissection,70.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001750.jpg,test
video01,1775,1,0,1,0,0,0,0,CalotTriangleDissection,71.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001775.jpg,test
video01,1800,1,0,1,0,0,0,0,CalotTriangleDissection,72.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001800.jpg,test
video01,1825,1,0,1,0,0,0,0,CalotTriangleDissection,73.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001825.jpg,test
video01,1850,1,0,1,0,0,0,0,CalotTriangleDissection,74.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001850.jpg,test
video01,1875,1,0,1,0,0,0,0,CalotTriangleDissection,75.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001875.jpg,test
video01,1900,1,0,1,0,0,0,0,CalotTriangleDissection,76.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001900.jpg,test
video01,1925,1,0,1,0,0,0,0,CalotTriangleDissection,77.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001925.jpg,test
video01,1950,1,0,1,0,0,0,0,CalotTriangleDissection,78.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001950.jpg,test
video01,1975,1,0,1,0,0,0,0,CalotTriangleDissection,79.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_001975.jpg,test
video01,2000,1,0,1,0,0,0,0,CalotTriangleDissection,80.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002000.jpg,test
video01,2025,1,0,1,0,0,0,0,CalotTriangleDissection,81.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002025.jpg,test
video01,2050,1,0,1,0,0,0,0,CalotTriangleDissection,82.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002050.jpg,test
video01,2075,1,0,1,0,0,0,0,CalotTriangleDissection,83.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002075.jpg,test
video01,2100,1,0,1,0,0,0,0,CalotTriangleDissection,84.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002100.jpg,test
video01,2125,1,0,1,0,0,0,0,CalotTriangleDissection,85.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002125.jpg,test
video01,2150,1,0,1,0,0,0,0,CalotTriangleDissection,86.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002150.jpg,test
video01,2175,1,0,1,0,0,0,0,CalotTriangleDissection,87.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002175.jpg,test
video01,2200,1,0,1,0,0,0,0,CalotTriangleDissection,88.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002200.jpg,test
video01,2225,1,0,1,0,0,0,0,CalotTriangleDissection,89.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002225.jpg,test
video01,2250,1,0,1,0,0,0,0,CalotTriangleDissection,90.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002250.jpg,test
video01,2275,1,0,1,0,0,0,0,CalotTriangleDissection,91.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002275.jpg,test
video01,2300,1,0,1,0,0,0,0,CalotTriangleDissection,92.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002300.jpg,test
video01,2325,1,0,1,0,0,0,0,CalotTriangleDissection,93.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002325.jpg,test
video01,2350,1,0,1,0,0,0,0,CalotTriangleDissection,94.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002350.jpg,test
video01,2375,1,0,1,0,0,0,0,CalotTriangleDissection,95.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002375.jpg,test
video01,2400,1,0,1,0,0,0,0,CalotTriangleDissection,96.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002400.jpg,test
video01,2425,1,0,1,0,0,0,0,CalotTriangleDissection,97.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002425.jpg,test
video01,2450,1,0,1,0,0,0,0,CalotTriangleDissection,98.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002450.jpg,test
video01,2475,1,0,1,0,0,0,0,CalotTriangleDissection,99.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002475.jpg,test
video01,2500,1,0,1,0,0,0,0,CalotTriangleDissection,100.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002500.jpg,test
video01,2525,1,0,1,0,0,0,0,CalotTriangleDissection,101.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002525.jpg,test
video01,2550,1,0,1,0,0,0,0,CalotTriangleDissection,102.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002550.jpg,test
video01,2575,1,0,1,0,0,0,0,CalotTriangleDissection,103.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002575.jpg,test
video01,2600,1,0,1,0,0,0,0,CalotTriangleDissection,104.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002600.jpg,test
video01,2625,1,0,1,0,0,0,0,CalotTriangleDissection,105.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002625.jpg,test
video01,2650,0,0,1,0,0,0,0,CalotTriangleDissection,106.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002650.jpg,test
video01,2675,0,0,1,0,0,0,0,CalotTriangleDissection,107.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002675.jpg,test
video01,2700,0,0,1,0,0,0,0,CalotTriangleDissection,108.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002700.jpg,test
video01,2725,0,0,1,0,0,0,0,CalotTriangleDissection,109.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002725.jpg,test
video01,2750,0,0,1,0,0,0,0,CalotTriangleDissection,110.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002750.jpg,test
video01,2775,0,0,1,0,0,0,0,CalotTriangleDissection,111.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002775.jpg,test
video01,2800,0,0,1,0,0,0,0,CalotTriangleDissection,112.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002800.jpg,test
video01,2825,0,0,1,0,0,0,0,CalotTriangleDissection,113.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002825.jpg,test
video01,2850,0,0,1,0,0,0,0,CalotTriangleDissection,114.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002850.jpg,test
video01,2875,0,0,1,0,0,0,0,CalotTriangleDissection,115.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002875.jpg,test
video01,2900,0,0,1,0,0,0,0,CalotTriangleDissection,116.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002900.jpg,test
video01,2925,0,0,1,0,0,0,0,CalotTriangleDissection,117.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002925.jpg,test
video01,2950,0,0,1,0,0,0,0,CalotTriangleDissection,118.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002950.jpg,test
video01,2975,0,0,1,0,0,0,0,CalotTriangleDissection,119.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_002975.jpg,test
video01,3000,0,0,1,0,0,0,0,CalotTriangleDissection,120.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003000.jpg,test
video01,3025,0,0,1,0,0,0,0,CalotTriangleDissection,121.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003025.jpg,test
video01,3050,0,0,1,0,0,0,0,CalotTriangleDissection,122.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003050.jpg,test
video01,3075,0,0,1,0,0,0,0,CalotTriangleDissection,123.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003075.jpg,test
video01,3100,0,0,1,0,0,0,0,CalotTriangleDissection,124.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003100.jpg,test
video01,3125,0,0,1,0,0,0,0,CalotTriangleDissection,125.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003125.jpg,test
video01,3150,0,0,1,0,0,0,0,CalotTriangleDissection,126.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003150.jpg,test
video01,3175,0,0,1,0,0,0,0,CalotTriangleDissection,127.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003175.jpg,test
video01,3200,0,0,1,0,0,0,0,CalotTriangleDissection,128.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003200.jpg,test
video01,3225,0,0,1,0,0,0,0,CalotTriangleDissection,129.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003225.jpg,test
video01,3250,0,0,1,0,0,0,0,CalotTriangleDissection,130.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003250.jpg,test
video01,3275,0,0,1,0,0,0,0,CalotTriangleDissection,131.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003275.jpg,test
video01,3300,0,0,1,0,0,0,0,CalotTriangleDissection,132.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003300.jpg,test
video01,3325,0,0,1,0,0,0,0,CalotTriangleDissection,133.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003325.jpg,test
video01,3350,0,0,1,0,0,0,0,CalotTriangleDissection,134.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003350.jpg,test
video01,3375,0,0,1,0,0,0,0,CalotTriangleDissection,135.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003375.jpg,test
video01,3400,1,0,1,0,0,0,0,CalotTriangleDissection,136.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003400.jpg,test
video01,3425,1,0,1,0,0,0,0,CalotTriangleDissection,137.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003425.jpg,test
video01,3450,1,0,1,0,0,0,0,CalotTriangleDissection,138.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003450.jpg,test
video01,3475,1,0,1,0,0,0,0,CalotTriangleDissection,139.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003475.jpg,test
video01,3500,1,0,1,0,0,0,0,CalotTriangleDissection,140.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003500.jpg,test
video01,3525,1,0,1,0,0,0,0,CalotTriangleDissection,141.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003525.jpg,test
video01,3550,1,0,1,0,0,0,0,CalotTriangleDissection,142.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003550.jpg,test
video01,3575,1,0,1,0,0,0,0,CalotTriangleDissection,143.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003575.jpg,test
video01,3600,1,0,1,0,0,0,0,CalotTriangleDissection,144.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003600.jpg,test
video01,3625,1,0,1,0,0,0,0,CalotTriangleDissection,145.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003625.jpg,test
video01,3650,1,0,1,0,0,0,0,CalotTriangleDissection,146.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003650.jpg,test
video01,3675,1,0,1,0,0,0,0,CalotTriangleDissection,147.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003675.jpg,test
video01,3700,1,0,1,0,0,0,0,CalotTriangleDissection,148.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003700.jpg,test
video01,3725,1,0,1,0,0,0,0,CalotTriangleDissection,149.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003725.jpg,test
video01,3750,1,0,1,0,0,0,0,CalotTriangleDissection,150.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003750.jpg,test
video01,3775,1,0,0,0,0,0,0,CalotTriangleDissection,151.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003775.jpg,test
video01,3800,1,0,1,0,0,0,0,CalotTriangleDissection,152.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003800.jpg,test
video01,3825,1,0,0,0,0,0,0,CalotTriangleDissection,153.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003825.jpg,test
video01,3850,1,0,1,0,0,0,0,CalotTriangleDissection,154.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003850.jpg,test
video01,3875,1,0,1,0,0,0,0,CalotTriangleDissection,155.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003875.jpg,test
video01,3900,1,0,1,0,0,0,0,CalotTriangleDissection,156.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003900.jpg,test
video01,3925,1,0,1,0,0,0,0,CalotTriangleDissection,157.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003925.jpg,test
video01,3950,1,0,1,0,0,0,0,CalotTriangleDissection,158.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003950.jpg,test
video01,3975,1,0,1,0,0,0,0,CalotTriangleDissection,159.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_003975.jpg,test
video01,4000,1,0,1,0,0,0,0,CalotTriangleDissection,160.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004000.jpg,test
video01,4025,1,0,1,0,0,0,0,CalotTriangleDissection,161.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004025.jpg,test
video01,4050,1,0,1,0,0,0,0,CalotTriangleDissection,162.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004050.jpg,test
video01,4075,1,0,1,0,0,0,0,CalotTriangleDissection,163.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004075.jpg,test
video01,4100,1,0,1,0,0,0,0,CalotTriangleDissection,164.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004100.jpg,test
video01,4125,1,0,1,0,0,0,0,CalotTriangleDissection,165.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004125.jpg,test
video01,4150,1,0,1,0,0,0,0,CalotTriangleDissection,166.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004150.jpg,test
video01,4175,1,0,1,0,0,0,0,CalotTriangleDissection,167.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004175.jpg,test
video01,4200,1,0,1,0,0,0,0,CalotTriangleDissection,168.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004200.jpg,test
video01,4225,1,0,1,0,0,0,0,CalotTriangleDissection,169.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004225.jpg,test
video01,4250,1,0,1,0,0,0,0,CalotTriangleDissection,170.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004250.jpg,test
video01,4275,1,0,1,0,0,0,0,CalotTriangleDissection,171.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004275.jpg,test
video01,4300,0,0,1,0,0,0,0,CalotTriangleDissection,172.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004300.jpg,test
video01,4325,0,0,1,0,0,0,0,CalotTriangleDissection,173.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004325.jpg,test
video01,4350,0,0,1,0,0,0,0,CalotTriangleDissection,174.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004350.jpg,test
video01,4375,0,0,1,0,0,0,0,CalotTriangleDissection,175.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004375.jpg,test
video01,4400,0,0,1,0,0,0,0,CalotTriangleDissection,176.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004400.jpg,test
video01,4425,0,0,1,0,0,0,0,CalotTriangleDissection,177.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004425.jpg,test
video01,4450,1,0,1,0,0,0,0,CalotTriangleDissection,178.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004450.jpg,test
video01,4475,1,0,1,0,0,0,0,CalotTriangleDissection,179.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004475.jpg,test
video01,4500,1,0,1,0,0,0,0,CalotTriangleDissection,180.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004500.jpg,test
video01,4525,1,0,1,0,0,0,0,CalotTriangleDissection,181.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004525.jpg,test
video01,4550,1,0,1,0,0,0,0,CalotTriangleDissection,182.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004550.jpg,test
video01,4575,1,0,1,0,0,0,0,CalotTriangleDissection,183.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004575.jpg,test
video01,4600,1,0,1,0,0,0,0,CalotTriangleDissection,184.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004600.jpg,test
video01,4625,1,0,1,0,0,0,0,CalotTriangleDissection,185.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004625.jpg,test
video01,4650,1,0,1,0,0,0,0,CalotTriangleDissection,186.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004650.jpg,test
video01,4675,1,0,1,0,0,0,0,CalotTriangleDissection,187.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004675.jpg,test
video01,4700,1,0,1,0,0,0,0,CalotTriangleDissection,188.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004700.jpg,test
video01,4725,0,0,1,0,0,0,0,CalotTriangleDissection,189.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004725.jpg,test
video01,4750,0,0,1,0,0,0,0,CalotTriangleDissection,190.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004750.jpg,test
video01,4775,0,0,1,0,0,0,0,CalotTriangleDissection,191.0,/content/data/cholec80_subset/frames_1fps/video01/video01_frame_004775.jpg,test
